,Name,Type,Episodes,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri,Year,Seconds
3179,Ringo no Mori no Koneko-tachi,Music,1,NHK,Unknown,Unknown,Novel,G - All Ages,11697.0,15810,146,0,4,101,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,120.0
3180,Nerima Daikon Brothers,TV,12,Aniplex,"ADV Films, Funimation",Studio Hibari,Original,R+ - Mild Nudity,2185.0,5450,7651,76,328,3694,448,491,2690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1440.0
3181,Yume no Ukiyo ni Saitemina,Music,1,Unknown,Unknown,Trigger,Unknown,PG-13 - Teens 13 or older,8867.0,9542,1504,3,28,1201,11,33,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,240.0
3182,Saint Beast: Kouin Jojishi Tenshi Tan,TV,13,"Avex Entertainment, Lantis, Tokyo Kids, Marvelous AQL",Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,6630.0,5963,6096,13,278,2617,253,397,2551,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1500.0
3183,Hello Kitty no Suteki na Kyoudai,OVA,1,Sanrio,Unknown,Unknown,Unknown,G - All Ages,14364.0,13301,317,0,10,168,4,34,101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1740.0
3184,Inyoku Tokkyuu Zetsurinou,OVA,1,Schoolzone,Unknown,Unknown,Original,Rx - Hentai,Unknown,7002,4119,95,643,1584,168,187,1537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1440.0
3185,Shin Calimero,TV,52,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,7291.0,9151,1765,1,40,1284,53,188,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,1260.0
3186,Naniwa Yuukyouden: Kanketsu-hen,OVA,1,Unknown,Unknown,Toei Animation,Unknown,Unknown,15778.0,15508,165,1,11,55,2,31,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,3480.0
3187,Tokyo Godfathers,Movie,1,"Dentsu, Genco, Tohokushinsha Film Corporation","Sony Pictures Entertainment, GKIDS",Madhouse,Original,PG-13 - Teens 13 or older,231.0,740,198233,1721,3375,124382,1458,614,68404,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,5520.0
3188,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,TV,33,Unknown,Unknown,Unknown,Unknown,Unknown,14046.0,11207,733,3,45,110,25,71,482,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,240.0
3189,Stereo,Music,5,Avex Entertainment,Unknown,Unknown,Original,G - All Ages,12247.0,16251,126,0,21,58,3,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,120.0
3190,Triangle Heart: Sazanami Joshi Ryo,OVA,5,Discovery,Unknown,Unknown,Visual novel,Rx - Hentai,Unknown,8175,2586,1,139,988,121,147,1191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1800.0
3191,Hamster Club,TV,140,TV Tokyo,Unknown,Unknown,Unknown,G - All Ages,6243.0,11535,635,0,29,229,27,81,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,300.0
3192,TV Yarou Nanaana,TV,24,Unknown,Unknown,Studio Crocodile,Original,PG-13 - Teens 13 or older,7376.0,10048,1211,12,105,516,62,135,393,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,180.0
3193,Shounen Ashibe: Go! Go! Goma-chan 2,TV,32,Unknown,Unknown,"Bridge, Husio Studio",4-koma manga,G - All Ages,8614.0,10718,886,2,107,314,37,179,249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,540.0
3194,Toilet no Kuni,ONA,1,Unknown,Unknown,Unknown,Original,G - All Ages,12534.0,14911,199,0,8,128,1,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,60.0
3195,Yatogame-chan Kansatsu Nikki Sansatsume,TV,Unknown,Unknown,Unknown,"Creators in Pack, LEVELS",4-koma manga,PG-13 - Teens 13 or older,7004.0,5602,7229,20,3539,1,109,146,3434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2021,180.0
3196,Detective Conan: A Written Challenge from the Pyramids!,OVA,1,Unknown,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,6673.0,9683,1439,2,54,454,52,82,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1020.0
3197,Wo Shi Da Shenxian 2nd Season,ONA,16,Tencent Animation & Comics,Unknown,CG Year,Manga,PG-13 - Teens 13 or older,12882.0,16796,102,0,42,0,3,5,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021,1200.0
3198,Samurai Girl Real Bout High School,TV,13,Unknown,Tokyopop,Gonzo,Light novel,PG-13 - Teens 13 or older,8322.0,5142,8846,10,388,4764,438,727,2529,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,1380.0
3199,Hal & Bons,OVA,5,Grasshoppa!,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,10427.0,11934,537,1,16,278,17,48,178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,480.0
3200,"Korekarasaki, Nando Anata to.",Music,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,9198.0,10426,1018,0,16,820,8,15,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,240.0
3201,Shounen Kenya,Movie,1,Unknown,Unknown,Toei Animation,Unknown,PG - Children,10486.0,9010,1873,2,49,674,34,52,1064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,6900.0
3202,Bessatsu Olympia Kyklos,TV,24,Unknown,Unknown,Gosay Studio,Manga,PG-13 - Teens 13 or older,3578.0,4459,12603,47,2878,3171,695,1245,4614,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2020,300.0
3203,Dragon Knight Gaiden,OVA,1,Triple X,Unknown,Unknown,Visual novel,Rx - Hentai,Unknown,9855,1323,1,80,650,48,77,468,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,2820.0
3204,Hanakappa Movie: Hanasake! Pakkaan♪ Chou no Kuni no Daibouken,Movie,1,Group TAC,Unknown,Unknown,Picture book,PG - Children,14249.0,14482,225,1,11,71,8,47,88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3000.0
3205,Tooryanse,Music,1,Victor Entertainment,Unknown,Unknown,Unknown,G - All Ages,8557.0,11547,633,0,11,499,5,16,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,300.0
3206,True Blue,OVA,2,Himajin Planning,Unknown,Unknown,Visual novel,Rx - Hentai,Unknown,6416,5113,26,395,2767,225,209,1517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1800.0
3207,Kochouki: Wakaki Nobunaga,TV,12,"WOWOW, Genco, MediaNet, AT-X, Tokuma Shoten, flying DOG, BS Fuji, 81 Produce, Tokyo MX, Docomo Anime Store, Happinet",Funimation,Studio Deen,Original,PG-13 - Teens 13 or older,5866.0,3481,22065,54,2357,7244,744,2538,9182,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1380.0
3208,Teleclub no Himitsu,OVA,2,Unknown,Unknown,Unknown,Unknown,Rx - Hentai,Unknown,12533,430,0,35,146,24,73,152,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,2700.0
3209,Mahou Shoujo Meruru,OVA,2,BEAM Entertainment,Critical Mass Video,Unknown,Unknown,Rx - Hentai,Unknown,8962,1909,3,112,997,56,93,651,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,1800.0
3210,Alan-kun no Koutsuu Rule wo Mamorou ne!,OVA,1,Unknown,Unknown,Unknown,Original,G - All Ages,13232.0,16771,100,0,3,23,2,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,720.0
3211,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Special,1,Fuji TV,Unknown,Tezuka Productions,Manga,G - All Ages,4046.0,8976,1903,4,51,1087,23,65,677,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,6360.0
3212,Love Live! School Idol Project Recap,Special,1,Lantis,Unknown,Sunrise,Unknown,PG-13 - Teens 13 or older,3680.0,5394,7844,21,165,4468,140,167,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,2400.0
3213,Hana no Kakarichou,TV,25,"TV Asahi, Tokyo Movie Shinsha, Mainichi Broadcasting System",Unknown,Unknown,Unknown,R+ - Mild Nudity,14255.0,13853,268,1,14,60,7,60,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1976,1500.0
3214,Okon Joururi,Movie,1,Geneon Universal Entertainment,Unknown,Unknown,Original,G - All Ages,11297.0,13122,335,1,9,132,6,34,154,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,1500.0
3215,Hakumei no Tsubasa,ONA,7,Unknown,Unknown,"Studio Colorido, FILMONY",Game,PG - Children,1252.0,4543,12163,69,1656,7742,379,222,2164,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,360.0
3216,Blue Reflection Ray,TV,Unknown,Magic Capsule,Unknown,J.C.Staff,Game,Unknown,Unknown,11096,883,9,1,0,0,0,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,
3217,Little Charo 4: Eigo de Aruku New York,TV,36,Unknown,Unknown,Unknown,Original,G - All Ages,15308.0,16694,104,0,4,30,1,25,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,300.0
3218,Marie & Gali,TV,40,NHK,Unknown,Toei Animation,Original,PG-13 - Teens 13 or older,6851.0,7394,3557,1,307,627,312,459,1852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,300.0
3219,Kakomareta Sekai,ONA,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,9068.0,9643,1455,0,51,565,37,47,755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,30.0
3220,Yakou,Music,1,Unknown,Unknown,Unknown,Original,G - All Ages,6122.0,14505,226,0,2,205,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,180.0
3221,Morita-san wa Mukuchi.,TV,13,"DAX Production, Takeshobo",Unknown,Seven,4-koma manga,PG-13 - Teens 13 or older,5754.0,3574,20936,15,868,12334,574,1024,6136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011,180.0
3222,Tsumamareru Koma,Movie,1,Geidai Animation,Unknown,Unknown,Original,G - All Ages,12620.0,17114,73,0,1,57,0,3,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,360.0
3223,Meitantei Holmes,TV,26,Unknown,"Discotek Media, Geneon Entertainment USA","Gallop, TMS Entertainment",Novel,G - All Ages,2044.0,5224,8553,55,551,3607,562,416,3417,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,1500.0
3224,Devil & Devil,Special,1,Unknown,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,13781.0,16396,119,0,2,86,3,8,20,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,30.0
3225,Sekkou Boys,TV,12,"Kadokawa Pictures Japan, Ultra Super Pictures",Unknown,LIDENFILMS,Original,PG-13 - Teens 13 or older,6941.0,2383,45518,73,3033,22074,1940,6230,12241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,420.0
3226,Nyanpuku Nyaruma,TV,3,Unknown,Unknown,Kachidoki Studio,Original,G - All Ages,11234.0,12509,430,0,55,28,17,133,197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,60.0
3227,Araburu Kisetsu no Otome-domo yo.,TV,12,"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,Lay-duce,Manga,PG-13 - Teens 13 or older,1568.0,723,204221,1090,17054,112318,5838,7198,61813,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,1440.0
3228,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12,Kadokawa,Unknown,White Fox,Light novel,R - 17+ (violence & profanity),56.0,399,342829,5059,214713,51,4191,1568,122306,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1680.0
3229,Nisekoimonogatari,ONA,1,Unknown,Unknown,Shaft,Other,PG-13 - Teens 13 or older,4279.0,2634,37764,63,976,23327,501,379,12581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,60.0
3230,Asgaldh: The Distortion Testament,OVA,3,Discovery,Critical Mass Video,Unknown,Visual novel,Rx - Hentai,Unknown,8368,2429,6,153,1163,105,122,886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1800.0
3231,Beompeoking Jaepeo,TV,26,Unknown,Unknown,Daewon Media,Unknown,Unknown,13420.0,13956,260,1,24,92,7,55,82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1800.0
3232,Rurouni Kenshin Special,Special,1,"SME Visual Works, Fuji TV",Media Blasters,Studio Deen,Manga,PG-13 - Teens 13 or older,2175.0,4054,16016,42,312,11452,211,119,3922,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,1500.0
3233,Ongaku wa Tomatta,Music,1,Unknown,Unknown,Saigo no Shudan,Original,G - All Ages,11359.0,16514,114,0,2,94,0,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,240.0
3234,Penguin's Memory: Shiawase Monogatari,Movie,1,Unknown,Unknown,Animation Staff Room,Unknown,PG-13 - Teens 13 or older,3323.0,8213,2555,21,98,965,31,53,1408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,6120.0
3235,Zenryoku Usagi,TV,52,Sotsu,Unknown,Unknown,Unknown,G - All Ages,6817.0,10840,840,1,88,177,84,198,293,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,720.0
3236,Sansuu Chachacha,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,11819.0,16690,105,1,3,74,1,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,120.0
3237,Umbrella Fighter!,Special,4,Unknown,Unknown,Unknown,Original,G - All Ages,12707.0,15970,139,0,11,49,2,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,180.0
3238,Hong Mao Lan Tu: Qi Xia Chuan,TV,108,Unknown,Unknown,Unknown,Unknown,G - All Ages,14486.0,17061,80,1,2,34,1,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,900.0
3239,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,TV,13,Unknown,"Nozomi Entertainment, Media Blasters, NYAV Post","Xebec, Genco, Triangle Staff",Unknown,PG-13 - Teens 13 or older,7387.0,10236,1097,1,63,462,48,78,446,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1440.0
3240,Yuu☆Yuu☆Hakusho Picture Drama,Special,1,Unknown,Unknown,Studio Pierrot,Manga,PG-13 - Teens 13 or older,5283.0,5167,8729,11,178,5408,138,125,2880,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009,360.0
3241,Hataraku Saibou Specials,Special,5,Unknown,Unknown,Unknown,Manga,G - All Ages,4969.0,4521,12252,6,558,4428,248,151,6867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2018,240.0
3242,Mr. Shape,Special,3,KOO-KI,Unknown,Unknown,Unknown,G - All Ages,15689.0,15667,156,0,7,86,1,27,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,180.0
3243,Cartagra: Tsuki Gurui no Yamai,OVA,2,"Milky Animation Label, Innocent Grey",Unknown,Blue Cat,Visual novel,Rx - Hentai,Unknown,7478,3436,8,247,1622,169,145,1253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1860.0
3244,Inyouchuu Etsu,OVA,2,Milky Animation Label,SoftCel Pictures,Studio Fantasia,Visual novel,Rx - Hentai,Unknown,6654,4664,25,411,2542,239,206,1266,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,1740.0
3245,Rudolf to Ippaiattena x Godzilla x Toho Cinemas Moving Logo Eizou,Movie,1,Toho,Unknown,Unknown,Novel,G - All Ages,10501.0,12762,387,0,13,243,8,30,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,22.0
3246,Eizouken Mini Anime,ONA,13,Unknown,Unknown,AQUA ARIS,Manga,PG-13 - Teens 13 or older,9533.0,7375,3592,5,212,693,96,61,2530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,60.0
3247,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,Movie,1,TV Asahi,Unknown,Shin-Ei Animation,Manga,G - All Ages,3556.0,8134,2629,1,51,1963,33,82,500,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5820.0
3248,On Your Mark,Music,1,Unknown,Unknown,Studio Ghibli,Music,G - All Ages,1587.0,3316,24466,69,306,18361,137,88,5574,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,360.0
3249,Platonic Chain: Ansatsu Jikkouchuu,Special,1,ACiD FiLM,Unknown,Unknown,Novel,PG-13 - Teens 13 or older,11539.0,14138,248,0,18,48,6,28,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,360.0
3250,Dry Dry Try,Music,1,Unknown,Unknown,Unknown,Original,G - All Ages,8063.0,13105,340,0,5,234,3,11,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,300.0
3251,Dae Jang Geum: Jang Geum's Dream 2,TV,26,Heewon Entertainment,Unknown,Unknown,Other,Unknown,3191.0,9974,1251,15,50,670,40,69,422,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,1440.0
3252,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,Music,1,Coastline Animation Studio,Unknown,Unknown,Original,PG-13 - Teens 13 or older,15773.0,14167,246,0,15,135,7,28,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,300.0
3253,Chocolate Underground,ONA,13,"Hexagon Pictures, SME Records, Muse International, Watermark, OCC, Celsys, Graduate School of Film Producing",Unknown,"Production I.G, Trans Arts",Novel,PG - Children,7544.0,4619,11585,9,365,6248,400,779,3793,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,300.0
