,Name,Type,Episodes,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Unknown,Vampire,Yaoi,Yuri,Year,Seconds
12114,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,Movie,1,Unknown,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,4800.0,9215,1717,2,56,900,31,34,696,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1997,2700.0
12115,Ajisai no Uta,OVA,4,Group TAC,Unknown,Unknown,Unknown,G - All Ages,13237.0,13287,322,0,16,91,4,50,161,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,3240.0
12116,Kappa no Suribachi,Movie,1,Unknown,Unknown,Unknown,Unknown,PG - Children,14884.0,16077,134,1,9,38,4,38,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1200.0
12117,Glass no Kamen (2005),TV,51,"TMS Entertainment, MediaNet",Sentai Filmworks,Tokyo Movie Shinsha,Manga,G - All Ages,424.0,2921,31029,484,1655,12162,1438,1289,14485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1500.0
12118,Suntory Tennensui CMs,Special,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10272.0,10568,964,0,356,0,140,87,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,19.0
12119,Anime de Wakaru Shinryounaika,ONA,20,Unknown,Unknown,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,5355.0,2684,36359,44,2841,17201,1901,2907,11509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,300.0
12120,Tetsuro no Kanata,OVA,1,Directions,Unknown,Unknown,Unknown,Unknown,12429.0,11952,534,0,20,93,6,40,375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,660.0
12121,Bokura Mangaka: Tokiwasou Monogatari,Special,1,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,13480.0,13563,294,0,15,88,8,40,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1981,4320.0
12122,Mahou no Pen,Movie,1,Unknown,Unknown,Unknown,Original,G - All Ages,9447.0,13106,344,0,8,212,6,34,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,600.0
12123,Nekogami Yaoyorozu: Ohanami Ghostbusters,OVA,1,Akita Shoten,"NIS America, Inc.",AIC PLUS+,Manga,PG-13 - Teens 13 or older,5005.0,7486,3422,0,108,1925,65,54,1270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2012,1620.0
12124,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,Movie,1,Unknown,Unknown,Unknown,Original,R+ - Mild Nudity,10931.0,11186,732,0,10,588,3,36,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,180.0
12125,Ishii Hisaichi no Dai Seikai,OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,14615.0,15746,150,0,8,52,2,35,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,2580.0
12126,Zannen na Ikimono Jiten (Special),Special,2,Unknown,Unknown,Unknown,Picture book,G - All Ages,13099.0,15738,152,0,6,37,4,41,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2019,300.0
12127,Fushigi no Kuni no Alice,TV,24,Unknown,Unknown,Nippon Animation,Book,G - All Ages,5942.0,8240,2530,6,59,1523,85,200,663,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,1560.0
12128,Oedo wa Nemurenai!,OVA,1,Shueisha,Unknown,Madhouse,Manga,PG-13 - Teens 13 or older,9356.0,11194,737,0,36,352,6,47,296,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1800.0
12129,Custom Reido,OVA,1,NuTech Digital,Unknown,Unknown,Visual novel,Rx - Hentai,Unknown,9251,1704,3,107,1003,55,87,452,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,1800.0
12130,Chaechaepong Kimchi Pong,TV,26,Unknown,Unknown,Unknown,Original,PG - Children,13565.0,16617,109,1,11,30,6,20,42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1440.0
12131,Kamiusagi Rope 3 (ONA),ONA,2,Unknown,Unknown,Unknown,Original,G - All Ages,14841.0,13926,263,0,13,98,8,47,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2012,120.0
12132,Mofumofuiction,Movie,1,Geidai Animation,Unknown,Unknown,Original,G - All Ages,15622.0,16733,105,0,4,64,0,11,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,360.0
12133,One Piece: Long Ring Long Land-hen,Special,1,Fuji TV,Unknown,Toei Animation,Manga,PG-13 - Teens 13 or older,4723.0,5704,6937,15,323,3362,172,199,2881,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,4500.0
12134,Lupin III: Moeyo Zantetsuken!,Special,1,Tokyo Movie Shinsha,"Funimation, Discotek Media",Unknown,Manga,R+ - Mild Nudity,3339.0,5935,6231,2,107,3938,87,79,2020,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,5400.0
12135,Kin no Makiba (Music),Music,1,NHK,Unknown,Unknown,Other,G - All Ages,15027.0,17297,60,0,0,47,0,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,240.0
12136,21 Emon Uchuu e Irasshai!,Movie,1,Unknown,Unknown,Shin-Ei Animation,Unknown,G - All Ages,13191.0,12313,466,7,14,165,15,87,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981,5520.0
12137,Eromanga-sensei,TV,12,"Aniplex, Movic, ASCII Media Works, BS11, Kinoshita Group Holdings",Aniplex of America,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,5943.0,227,513293,2631,31122,357122,12106,35972,76971,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1380.0
12138,Hikaru no Go: New Year Special,Special,1,Unknown,Unknown,Studio Pierrot,Manga,G - All Ages,2244.0,5139,8860,5,103,6924,102,78,1653,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2002,1440.0
12139,Ojamajo Doremi OVA,OVA,3,Unknown,Unknown,Unknown,Unknown,G - All Ages,5008.0,9410,1595,3,36,743,31,71,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,780.0
12140,Ano Ko to Ii Koto,OVA,2,Mary Jane,Unknown,Unknown,Manga,Rx - Hentai,Unknown,4884,10087,51,758,6421,385,360,2163,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1140.0
12141,Kakuchou Shoujo-kei Trinary,ONA,34,"Toei Animation, Koei Tecmo Games",Unknown,feel.,Original,PG-13 - Teens 13 or older,8051.0,3485,22121,54,2338,888,792,615,17488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,420.0
12142,Tsuki to Azarashi,OVA,1,Unknown,Unknown,Unknown,Book,G - All Ages,12608.0,16922,87,0,6,13,1,26,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1140.0
12143,Last Exile: Doyou no Asa,Special,3,I was a Ballerina,Unknown,Unknown,Unknown,G - All Ages,9015.0,10031,1212,1,53,398,30,60,671,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,30.0
12144,#Compass,ONA,Unknown,Unknown,Unknown,"TMS Entertainment, Echoes",Game,G - All Ages,13189.0,13691,284,0,59,0,22,39,164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,240.0
12145,Kimi ga Suki. The Animation,OVA,2,Pink Pineapple,Unknown,Seven,Manga,Rx - Hentai,Unknown,8068,2745,16,1235,5,273,87,1145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,
12146,Egg Car,TV,52,Unknown,Unknown,Unknown,Original,PG - Children,13896.0,15546,162,3,20,14,3,41,84,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,660.0
12147,Man with a Mission The Animation,ONA,6,Tower Records,Unknown,Unknown,Original,PG-13 - Teens 13 or older,15401.0,14423,228,1,20,76,6,29,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,180.0
12148,Cinderella Girls Gekijou 2nd Season Specials,Special,3,Unknown,Unknown,"Gathering, Lesprit",4-koma manga,PG-13 - Teens 13 or older,6566.0,9573,1502,0,86,482,41,69,824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,120.0
12149,Supermarket Flowers,Music,1,Warner Music Japan,Unknown,HOTZIPANG,Music,G - All Ages,12295.0,16090,134,0,2,106,2,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,180.0
12150,Qiang Niang,ONA,12,"Tencent Animation & Comics, Tencent Penguin Pictures",Unknown,Hoods Entertainment,Game,PG-13 - Teens 13 or older,11638.0,11825,565,2,70,103,21,44,327,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2017,840.0
12151,Ojiichan ga Kaizoku Datta Koro,Movie,1,Unknown,Unknown,Unknown,Original,G - All Ages,9364.0,13797,274,0,7,161,9,36,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,180.0
12152,"Wake Up, Girls! Seishun no Kage",Movie,1,"TV Tokyo, Tatsunoko Production, AT-X, Toho, Ultra Super Pictures, DIVE II Entertainment, Good Smile Company, Avex Pictures, Lawson HMV Entertainment, Hiroshi Planning",Unknown,"Ordet, Millepensee",Original,PG-13 - Teens 13 or older,2972.0,5346,8023,8,221,3911,121,89,3681,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3240.0
12153,Blue Star feat. Hatsune Miku,Music,1,Toy's Factory,Unknown,Unknown,Original,G - All Ages,8743.0,13246,325,0,4,275,1,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,180.0
12154,Ijime Juuyon-sai no Message,OVA,1,Unknown,Unknown,Unknown,Unknown,PG - Children,14581.0,16738,103,0,5,25,1,32,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1500.0
12155,Gra-P & Rodeo II,TV,27,Lantis,Unknown,Pie in the sky,Original,PG-13 - Teens 13 or older,14179.0,13494,300,3,24,57,10,87,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,120.0
12156,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,Movie,1,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,PG - Children,12158.0,14766,206,0,10,81,5,55,55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1260.0
12157,Stranger: Mukou Hadan Pilot,Special,1,Unknown,Unknown,Bones,Original,R - 17+ (violence & profanity),3505.0,5005,9552,24,272,5429,139,120,3592,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,180.0
12158,Mutant Turtles: Choujin Densetsu-hen,OVA,2,"Bee Media, Nippon Columbia",Unknown,Unknown,Unknown,PG - Children,10217.0,8322,2474,13,47,1689,40,90,608,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996,1680.0
12159,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,Movie,1,Asahi Broadcasting,Unknown,Toei Animation,Original,G - All Ages,1661.0,6648,4717,18,87,3117,54,101,1358,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,4260.0
12160,Soukou Musume Senki,TV,12,DMM Music,Funimation,Studio A-CAT,Game,Unknown,10141.0,5222,8605,20,3308,2,203,1097,3995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1380.0
12161,Hana (Music),Music,1,NHK,Unknown,Unknown,Original,G - All Ages,14238.0,15658,155,0,5,103,1,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,240.0
12162,Crush Gear Nitro,TV,50,Unknown,Unknown,Sunrise,Unknown,PG-13 - Teens 13 or older,6876.0,9943,1264,4,51,696,45,137,335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2003,1380.0
12163,Chu Feng: Yi Dian Zhi Zi,ONA,12,Unknown,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,13673.0,10598,936,1,191,31,36,27,651,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1680.0
12164,Pita Ten,TV,26,Broccoli,Nozomi Entertainment,Madhouse,Manga,G - All Ages,3863.0,3626,20422,104,743,11980,1103,1557,5039,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,1440.0
12165,Neko no Robu,TV,Unknown,"Gakken, MMDGP, Anime Beans",Unknown,Kachidoki Studio,Original,G - All Ages,11125.0,10674,919,1,117,0,27,166,609,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,60.0
12166,Elsword: Ain-ui Gieog Animation,ONA,1,Unknown,Unknown,DR Movie,Game,G - All Ages,7693.0,8107,2646,2,114,1208,39,56,1229,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,240.0
12167,Yahabe,OVA,1,Unknown,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,12944.0,14506,224,0,13,82,5,41,83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2012,960.0
12168,Kokoro Toshokan: Communication Clips,Special,1,Unknown,Unknown,Unknown,Manga,G - All Ages,8968.0,11424,665,0,12,362,17,31,243,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002,300.0
12169,Yoku Wakaru Mahouka!,ONA,6,"Madhouse, Aniplex",Unknown,Unknown,Light novel,PG-13 - Teens 13 or older,6806.0,3368,23623,22,964,15574,720,729,5636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,180.0
12170,Senaka de Twist,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,11889.0,16733,104,0,7,59,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,120.0
12171,Blossom,Movie,1,Unknown,Unknown,Ordet,Original,G - All Ages,5799.0,6876,4313,3,44,3548,25,40,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,300.0
12172,BaBuKa: Gokudou no Tsuma,OVA,2,MS Pictures,Unknown,Unknown,Original,Rx - Hentai,Unknown,7484,3438,15,318,1740,142,191,1047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1020.0
12173,Shin Minashigo Hutch,TV,26,Unknown,Unknown,Tatsunoko Production,Unknown,G - All Ages,6705.0,11746,583,0,28,305,17,84,149,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,1500.0
12174,Nirvana,Music,1,Unknown,Unknown,Unknown,Original,G - All Ages,4197.0,5896,6298,14,135,4242,79,109,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,240.0
12175,Rescue YoYo,Special,1,NHK,Unknown,Unknown,Unknown,PG - Children,11696.0,15526,163,0,7,64,5,37,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,300.0
12176,Mahou Sensei Negima!: Mou Hitotsu no Sekai,OVA,4,Studio Pastoral,Unknown,Shaft,Manga,PG-13 - Teens 13 or older,1206.0,3533,21321,46,1295,11302,607,377,7740,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2009,1740.0
12177,Haishin Yuusha,ONA,12,Anime Beans,Unknown,"Acca effe, Giga Production",Manga,Unknown,14230.0,11150,746,0,55,34,21,28,608,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019,
12178,Tokyo Art Month,ONA,1,Unknown,Unknown,Saigo no Shudan,Original,G - All Ages,12546.0,15929,142,0,3,97,2,10,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,47.0
12179,"Kumo no Mukou, Yakusoku no Basho",Movie,1,Unknown,ADV Films,CoMix Wave Films,Original,PG-13 - Teens 13 or older,1393.0,846,177428,726,4337,98242,2083,1145,71621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5400.0
12180,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,Special,1,Geneon Universal Entertainment,Unknown,J.C.Staff,Unknown,PG-13 - Teens 13 or older,3218.0,3614,20454,17,470,13745,300,170,5769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,720.0
12181,3-D Heaven,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,10908.0,12349,468,2,8,320,8,55,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,120.0
12182,Yume Kyuukou de 15-bu,Music,1,NHK,Unknown,Unknown,Original,G - All Ages,13054.0,16684,106,0,3,78,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,120.0
12183,Sprin' Pan: Mae e Susumou!,Movie,1,Unknown,Unknown,Unknown,Original,G - All Ages,12233.0,17109,75,0,4,13,4,17,37,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,540.0
12184,Yankee-kun na Yamada-kun to Megane-chan to Majo,Special,1,Unknown,Unknown,LIDENFILMS,Manga,PG-13 - Teens 13 or older,3442.0,3732,19162,7,551,10506,342,204,7559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,420.0
12185,Ojarumaru: Chitchai Mono no Ookina Chikara,OVA,1,Unknown,Unknown,Unknown,Unknown,G - All Ages,11301.0,15945,141,0,7,40,4,51,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,660.0
12186,Show By Rock!! Mashumairesh!!,TV,12,"Dentsu, Sotsu, Pony Canyon, Sanrio, KlockWorx, Polygon Pictures, 81 Produce, Tokyo MX, Hokkaido Cultural Broadcasting, Sammy, FuRyu, Sony Music Solutions",Funimation,Kinema Citrus,Game,PG-13 - Teens 13 or older,3973.0,4971,9700,38,872,3235,297,705,4591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1380.0
12187,Tiger & Bunny: Too Many Cooks Spoil the Broth.,Special,1,Unknown,Unknown,Unknown,Original,PG-13 - Teens 13 or older,7416.0,8261,2508,2,75,735,59,66,1573,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,1020.0
12188,Maido! Urayasu Tekkin Kazoku,TV,25,Unknown,Unknown,Studio Deen,Manga,PG-13 - Teens 13 or older,7327.0,11061,777,2,49,228,44,95,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,180.0
12189,Kariage-kun,TV,59,Fuji TV,Unknown,Toei Animation,Unknown,Unknown,14882.0,13640,286,1,20,84,10,53,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1989,1500.0
